post_id,post_id,text,post_text,shared_text,time,likes,comments,shares
4483397698407069,4483397698407069,"تكريم المربية سلوى عاشوري مدرسة برج السدرية1 اثر إحالتها على شرف المهنة بعد اكثر من 35 سنة تدريس ربت فيها اجيال 👍🇹🇳
#تونس_الناجحة","تكريم المربية سلوى عاشوري مدرسة برج السدرية1 اثر إحالتها على شرف المهنة بعد اكثر من 35 سنة تدريس ربت فيها اجيال 👍🇹🇳
#تونس_الناجحة",,2021-10-09 13:56:45,118,0,3
4481478595265646,4481478595265646,"الأوّل من نوعه في العالم.. اختراع لشحن الهواتف بإمضاء التونسي رياض عبد الهادي - Successful Tunisia

La première dans le monde.. Une invention pour charger les téléphones avec la signature du tunisien Riyad Abdel Hadi - Successful Tunisia

SUCCESSFULTUNISIA.COM
الأوّل من نوعه في العالم.. اختراع لشحن الهواتف بإمضاء التونسي رياض عبد الهادي - Successful Tunisia","الأوّل من نوعه في العالم.. اختراع لشحن الهواتف بإمضاء التونسي رياض عبد الهادي - Successful Tunisia

La première dans le monde.. Une invention pour charger les téléphones avec la signature du tunisien Riyad Abdel Hadi - Successful Tunisia","SUCCESSFULTUNISIA.COM
الأوّل من نوعه في العالم.. اختراع لشحن الهواتف بإمضاء التونسي رياض عبد الهادي - Successful Tunisia",2021-10-08 22:56:37,2139,108,286
4481387901941382,4481387901941382,"المنستير: شركة ناشئة تونسية تنجح بكفاءات شبابية في تصنيع سيارة ذكية صديقة للبيئة تعمل بالطاقة الشمسية
تمكنت شركة ناشئة تونسية INFINITE من صناعة سيارة صديقة للبيئة تعمل بالطاقة الشمسية.
وقد نفذ هذا المشروع بفريقPlus متكون من مجموعة من الشبان التونسيين المبتكرين في عالم السيارات الذكية بقيادة مؤسس الشركة معز جمعة، وقد قد صنعت هاته السيارة ذات الثلاث عجالات بإمكانيات تونسية خالصة و تحديدا في مدينة عميرة الحجاج من ولاية المنستير
دامت عملية صناعة النموذج الاول من هاته السيارة قرابة ستة أشهر وكانت تحت اشراف الشركة التونسية الترويجية Infinite Mobility.
تزن هاته السيارة حوالي 400 كغ ومعدة لنقل الأشخاص بطاقة استيعاب لثلاثة ركاب باعتبار السائق.
يقية المقال على الرابط التالي:","المنستير: شركة ناشئة تونسية تنجح بكفاءات شبابية في تصنيع سيارة ذكية صديقة للبيئة تعمل بالطاقة الشمسية
تمكنت شركة ناشئة تونسية INFINITE من صناعة سيارة صديقة للبيئة تعمل بالطاقة الشمسية.
وقد نفذ هذا المشروع بفريقPlus متكون من مجموعة من الشبان التونسيين المبتكرين في عالم السيارات الذكية بقيادة مؤسس الشركة معز جمعة، وقد قد صنعت هاته السيارة ذات الثلاث عجالات بإمكانيات تونسية خالصة و تحديدا في مدينة عميرة الحجاج من ولاية المنستير
دامت عملية صناعة النموذج الاول من هاته السيارة قرابة ستة أشهر وكانت تحت اشراف الشركة التونسية الترويجية Infinite Mobility.
تزن هاته السيارة حوالي 400 كغ ومعدة لنقل الأشخاص بطاقة استيعاب لثلاثة ركاب باعتبار السائق.
يقية المقال على الرابط التالي:",,2021-10-08 22:05:30,736,61,372
4481288548617984,4481288548617984,"دمعاتكن غالية سيداتي و انتن تغادرن اقساما بثثتن فيه رحيق الروح و تلاميذ كنتن قدوة لهم في زمن عز فيه القدوة
دمتن في صحة و سلامة و راحة بال و ضمير
احالة على شرف المهنة للعملاقتين فاطمة حميدي و هادية حرم العزيز سليمان صميدة 👍🇹🇳
#تونس_الناجحة","دمعاتكن غالية سيداتي و انتن تغادرن اقساما بثثتن فيه رحيق الروح و تلاميذ كنتن قدوة لهم في زمن عز فيه القدوة
دمتن في صحة و سلامة و راحة بال و ضمير
احالة على شرف المهنة للعملاقتين فاطمة حميدي و هادية حرم العزيز سليمان صميدة 👍🇹🇳
#تونس_الناجحة",,2021-10-08 21:09:35,486,11,23
4481212525292253,4481212525292253,"Le Groupe Français “Vernicolor” ouvre une nouvelle unité de production à El Fejja - Successful Tunisia

SUCCESSFULTUNISIA.COM
Le Groupe Français “Vernicolor” ouvre une nouvelle unité de production à El Fejja - Successful Tunisia",Le Groupe Français “Vernicolor” ouvre une nouvelle unité de production à El Fejja - Successful Tunisia,"SUCCESSFULTUNISIA.COM
Le Groupe Français “Vernicolor” ouvre une nouvelle unité de production à El Fejja - Successful Tunisia",2021-10-08 20:30:53,7,0,1
4480811225332383,4480811225332383,"العم Action: بائع متجول صنع قصة نجاح بامكانيات بسيطة - Successful Tunisia

Oncle Action : Un vendeur ambulant a fabriqué une histoire de succès avec un simple potentiel - Successful Tunisia

SUCCESSFULTUNISIA.COM
العم Action: بائع متجول صنع قصة نجاح بامكانيات بسيطة - Successful Tunisia","العم Action: بائع متجول صنع قصة نجاح بامكانيات بسيطة - Successful Tunisia

Oncle Action : Un vendeur ambulant a fabriqué une histoire de succès avec un simple potentiel - Successful Tunisia","SUCCESSFULTUNISIA.COM
العم Action: بائع متجول صنع قصة نجاح بامكانيات بسيطة - Successful Tunisia",2021-10-08 17:10:41,88,8,8
4480762918670547,4480762918670547,"العم Action: بائع متجول صنع قصة نجاح بامكانيات بسيطة 👍🇹🇳

عبد الرزاق اليوسفي او كما يعرفه ركاب الميترو رقم 2 بعم Action هو شخصية استثنائية وناجحة بكل المقاييس ، فهذا الرجل الحامل لإعاقة في يده، وانطلاقا من عمله البسيط (بائع متجول للحلوى و""الشكلي"" وPapier Mouchoir والولعات) نجح في كسب محبة الناس، والاهم من ذلك نجح في بناء اسرة وتوفير العيش الكريم لها ونجح في تدريس بناته ليصبح هذا الرجل اب لقاضية.

الاخلاق الابتسامة والبحث على التميز كانت مفاتيح نجاح عم عبد الرزاق، فالرجل اختار ان يعرض بضاعته البسيطة بطريقة مميزة، فالعلبة التي يبيع عليها تم تزويقها والبضاعة المعروضة مرتبة بشكل متقن مع وضع بعض ادوات الزينة البسيطة من الشخصيات الكارتونية لتكون التشكيلة كاملة وعالمية كما يقول عم Action .

عم عبد الرزاق يبيع ايضا بضاعته بطريقة مميزة، فالابتسامة لا تغيب عن وجهه وهو يقدم تشكيلته لركاب الميترو بتلك العبارات التي يعرفها ركاب الميترو 2 جيدا ""تقد يا وليدي..Action..تشكيلة عالمية"" عم عبد الرزاق لا يتردد ابدا في ممازحة الركاب واللعب على الاطفال والدعاء بالخير للطلبة المتوجهين للدراسة، فيكون مروره في الميترو خفيف الظل راسما للبسمة على وجوه الركاب اللذين لا يترددون في اقتناء شيء من بضاعته ب100 او 200 مليم.

ويقول عم عبد الرزاق، انا احترم عملي، ومن يحترم عمله وينجح وتحترمه الناس. ادواتي وراس مالي بسيطة لكن بفضل هذه عشت بكرامة، لم امد يدي لاحد ونجحت في تكوين اسرة وتربية بناتي احسن تربية وساعدهن على النجاح والان هن تعملن في مواقع مرموقة.
المقال على الرابط التالي: https://bit.ly/3DohQ6Z
#تونس_الناجحة","العم Action: بائع متجول صنع قصة نجاح بامكانيات بسيطة 👍🇹🇳

عبد الرزاق اليوسفي او كما يعرفه ركاب الميترو رقم 2 بعم Action هو شخصية استثنائية وناجحة بكل المقاييس ، فهذا الرجل الحامل لإعاقة في يده، وانطلاقا من عمله البسيط (بائع متجول للحلوى و""الشكلي"" وPapier Mouchoir والولعات) نجح في كسب محبة الناس، والاهم من ذلك نجح في بناء اسرة وتوفير العيش الكريم لها ونجح في تدريس بناته ليصبح هذا الرجل اب لقاضية.

الاخلاق الابتسامة والبحث على التميز كانت مفاتيح نجاح عم عبد الرزاق، فالرجل اختار ان يعرض بضاعته البسيطة بطريقة مميزة، فالعلبة التي يبيع عليها تم تزويقها والبضاعة المعروضة مرتبة بشكل متقن مع وضع بعض ادوات الزينة البسيطة من الشخصيات الكارتونية لتكون التشكيلة كاملة وعالمية كما يقول عم Action .

عم عبد الرزاق يبيع ايضا بضاعته بطريقة مميزة، فالابتسامة لا تغيب عن وجهه وهو يقدم تشكيلته لركاب الميترو بتلك العبارات التي يعرفها ركاب الميترو 2 جيدا ""تقد يا وليدي..Action..تشكيلة عالمية"" عم عبد الرزاق لا يتردد ابدا في ممازحة الركاب واللعب على الاطفال والدعاء بالخير للطلبة المتوجهين للدراسة، فيكون مروره في الميترو خفيف الظل راسما للبسمة على وجوه الركاب اللذين لا يترددون في اقتناء شيء من بضاعته ب100 او 200 مليم.

ويقول عم عبد الرزاق، انا احترم عملي، ومن يحترم عمله وينجح وتحترمه الناس. ادواتي وراس مالي بسيطة لكن بفضل هذه عشت بكرامة، لم امد يدي لاحد ونجحت في تكوين اسرة وتربية بناتي احسن تربية وساعدهن على النجاح والان هن تعملن في مواقع مرموقة.
المقال على الرابط التالي: https://bit.ly/3DohQ6Z
#تونس_الناجحة",,2021-10-08 16:50:53,511,55,84
4480538602026312,4480538602026312,"البريد التونسي يحصل على جائزة أفضل مؤسسة بريدية عربية وإفريقية

SUCCESSFULTUNISIA.COM
البريد التونسي يحصل على جائزة أفضل مؤسسة بريدية عربية وإفريقية - Successful Tunisia",البريد التونسي يحصل على جائزة أفضل مؤسسة بريدية عربية وإفريقية,"SUCCESSFULTUNISIA.COM
البريد التونسي يحصل على جائزة أفضل مؤسسة بريدية عربية وإفريقية - Successful Tunisia",2021-10-08 15:22:17,207,19,27
4480234678723371,4480234678723371,"مشاركة متميزة لشركة Derbigum Africa التونسية في الصالون المتوسطي للبناء #Medibat 2021. 👍🇹🇳

وقدمت الشركة المختصة في صناعة منتجات العزل المائي والبناء منتجاتها المتعددة وحلولها في مقاومة التسرب المائي والندىPlus والمنتجات اللاصقة للبناء ومنتجات Enduits et Mortiers.

وتمتلك شركة Derbigum Africa وحدات صناعية حديثة ومخبر للأبحاث والتطوير ومنتجاته تتواجد في اسواق اكثر من 40 بلد بإفريقيا والشرق الاسط.
#تونس_الناجحة","مشاركة متميزة لشركة Derbigum Africa التونسية في الصالون المتوسطي للبناء #Medibat 2021. 👍🇹🇳

وقدمت الشركة المختصة في صناعة منتجات العزل المائي والبناء منتجاتها المتعددة وحلولها في مقاومة التسرب المائي والندىPlus والمنتجات اللاصقة للبناء ومنتجات Enduits et Mortiers.

وتمتلك شركة Derbigum Africa وحدات صناعية حديثة ومخبر للأبحاث والتطوير ومنتجاته تتواجد في اسواق اكثر من 40 بلد بإفريقيا والشرق الاسط.
#تونس_الناجحة",,2021-10-08 13:39:07,44,12,8
4480039148742924,4480039148742924,"Mahdia: des chaises publiques équipées de panneaux solaires pour recharger les téléphones - Successful Tunisia

SUCCESSFULTUNISIA.COM
Mahdia: des chaises publiques équipées de panneaux solaires pour recharger les téléphones - Successful Tunisia",Mahdia: des chaises publiques équipées de panneaux solaires pour recharger les téléphones - Successful Tunisia,"SUCCESSFULTUNISIA.COM
Mahdia: des chaises publiques équipées de panneaux solaires pour recharger les téléphones - Successful Tunisia",2021-10-08 12:22:26,85,4,15
4480008292079343,4480008292079343,"قريبا كراسي عمومية مجهزة بالألواح الشمسية لشحن الهواتف وغيرها - Successful Tunisia

Bientôt des chaises publiques équipées de panneaux solaires pour charger les téléphones et autres - Successful Tunisia

SUCCESSFULTUNISIA.COM
قريبا كراسي عمومية مجهزة بالألواح الشمسية لشحن الهواتف وغيرها - Successful Tunisia","قريبا كراسي عمومية مجهزة بالألواح الشمسية لشحن الهواتف وغيرها - Successful Tunisia

Bientôt des chaises publiques équipées de panneaux solaires pour charger les téléphones et autres - Successful Tunisia","SUCCESSFULTUNISIA.COM
قريبا كراسي عمومية مجهزة بالألواح الشمسية لشحن الهواتف وغيرها - Successful Tunisia",2021-10-08 12:09:49,556,92,88
4479946475418858,4479946475418858,"خيرات الجنوب التونسي....قريباانطلاق موسم جني الترفاس 👍🇹🇳
#تونس_الناجحة","خيرات الجنوب التونسي....قريباانطلاق موسم جني الترفاس 👍🇹🇳
#تونس_الناجحة",,2021-10-08 11:43:35,705,298,112
4478200282260144,4478200282260144,"مسيرة نجاح من قفصة الى المانيا: الدكتورة التونسية ندى الرداوي توجت بجائزة أحسن بحث علمي بالمانيا - Successful Tunisia

SUCCESSFULTUNISIA.COM
مسيرة نجاح من قفصة الى المانيا: الدكتورة التونسية ندى الرداوي توجت بجائزة أحسن بحث علمي بالمانيا - Successful Tunisia",مسيرة نجاح من قفصة الى المانيا: الدكتورة التونسية ندى الرداوي توجت بجائزة أحسن بحث علمي بالمانيا - Successful Tunisia,"SUCCESSFULTUNISIA.COM
مسيرة نجاح من قفصة الى المانيا: الدكتورة التونسية ندى الرداوي توجت بجائزة أحسن بحث علمي بالمانيا - Successful Tunisia",2021-10-07 21:11:13,11866,866,1342
4478168852263287,4478168852263287,"مسيرة نجاح من قفصة الى المانيا: الدكتورة التونسية ندى الرداوي توجت بجائزة أحسن بحث علمي بالمانيا 👍🇹🇳

الدكتورة التونسية ندى الرداوي أصيلة ولاية قفصة زاولت تعليمها الابتدائي والثانوي في ولاية قفصة،ثم انتقلت الىPlus النمسا لتعلم اللغة الالمانية وتحصلت على المستار و الدكتوراه في جامعة ميونيخ في اختصاص تشخيص سرطان الدم.
و ذكرت ندى انها تخصصت في الكيمياء والبيولوجيا البشرية و عملت في العديد من مراكز البحث العلمي و تحصلت على احسن بحث علمي في المانيا في تشخيص المراض النادرة مشيرة الى انها طورت طريقة لمتابعة حالة المريض المصاب بسرطان الدم بعد خضوعه للعلاج، حيث تسمح هذه الطريقة بالتثبت من بقاء الخلايا السرطانية في دم المريض والتي يصعب التفطن إليها بعد الخضوع للعلاج.
بقية المقال على الرابط التالي: https://bit.ly/2Yn0kAN
.
#تونس_الناجحة","مسيرة نجاح من قفصة الى المانيا: الدكتورة التونسية ندى الرداوي توجت بجائزة أحسن بحث علمي بالمانيا 👍🇹🇳

الدكتورة التونسية ندى الرداوي أصيلة ولاية قفصة زاولت تعليمها الابتدائي والثانوي في ولاية قفصة،ثم انتقلت الىPlus النمسا لتعلم اللغة الالمانية وتحصلت على المستار و الدكتوراه في جامعة ميونيخ في اختصاص تشخيص سرطان الدم.
و ذكرت ندى انها تخصصت في الكيمياء والبيولوجيا البشرية و عملت في العديد من مراكز البحث العلمي و تحصلت على احسن بحث علمي في المانيا في تشخيص المراض النادرة مشيرة الى انها طورت طريقة لمتابعة حالة المريض المصاب بسرطان الدم بعد خضوعه للعلاج، حيث تسمح هذه الطريقة بالتثبت من بقاء الخلايا السرطانية في دم المريض والتي يصعب التفطن إليها بعد الخضوع للعلاج.
بقية المقال على الرابط التالي: https://bit.ly/2Yn0kAN
.
#تونس_الناجحة",,2021-10-07 20:54:40,497,18,76
4478086445604861,4478086445604861,"شركة VERNICOLOR الفرنسية لصناعة المكوّنات البلاستيكية للسيارات تفتتح رسميا اول مصنع لها في تونس - Successful Tunisia

La société française VERNICOLOR de fabrication de composants en plastique automobile ouvre officiellement sa première usine en Tunisie - Successful Tunisia

SUCCESSFULTUNISIA.COM
شركة VERNICOLOR الفرنسية لصناعة المكوّنات البلاستيكية للسيارات تفتتح رسميا اول مصنع لها في تونس - Successful Tunisia","شركة VERNICOLOR الفرنسية لصناعة المكوّنات البلاستيكية للسيارات تفتتح رسميا اول مصنع لها في تونس - Successful Tunisia

La société française VERNICOLOR de fabrication de composants en plastique automobile ouvre officiellement sa première usine en Tunisie - Successful Tunisia","SUCCESSFULTUNISIA.COM
شركة VERNICOLOR الفرنسية لصناعة المكوّنات البلاستيكية للسيارات تفتتح رسميا اول مصنع لها في تونس - Successful Tunisia",2021-10-07 20:12:21,987,54,144
4477808942299278,4477808942299278,صور من مدرسة الابتدائية طريق المحطة بالقصر #قفصة : أعوان مركز الأمن الوطني بالقصر بمشاركة المصلحة الجهوية لشرطة المرور يأمنون دخول التلاميذ حماية لهم من الشاحنات و السيارات أمام المدرسة ❤🇹🇳,صور من مدرسة الابتدائية طريق المحطة بالقصر #قفصة : أعوان مركز الأمن الوطني بالقصر بمشاركة المصلحة الجهوية لشرطة المرور يأمنون دخول التلاميذ حماية لهم من الشاحنات و السيارات أمام المدرسة ❤🇹🇳,,2021-10-07 18:06:11,87,8,12
4477621692318003,4477621692318003,"دور مجتمعي: مجمع شعبان يسخر معداته للأشغال العامة للمساهمة في رفع الفضالات المتكدسة في صفاقس - Successful Tunisia

Rôle communautaire : Le complexe Chaabane met ses équipements pour les travaux publics pour contribuer à la levée des vertus accumulées à Sfax - Successful Tunisia

SUCCESSFULTUNISIA.COM
دور مجتمعي: مجمع شعبان يسخر معداته للأشغال العامة للمساهمة في رفع الفضالات المتكدسة في صفاقس - Successful Tunisia","دور مجتمعي: مجمع شعبان يسخر معداته للأشغال العامة للمساهمة في رفع الفضالات المتكدسة في صفاقس - Successful Tunisia

Rôle communautaire : Le complexe Chaabane met ses équipements pour les travaux publics pour contribuer à la levée des vertus accumulées à Sfax - Successful Tunisia","SUCCESSFULTUNISIA.COM
دور مجتمعي: مجمع شعبان يسخر معداته للأشغال العامة للمساهمة في رفع الفضالات المتكدسة في صفاقس - Successful Tunisia",2021-10-07 16:52:04,63,1,1
4477123919034447,4477123919034447,"عديد العلامات التونسية تنجح بامكانياتها الذاتية في اقتحام الاسواق الافريقية....القناة الثانية الكاميرونية تنشر تقرير حول مميزات علامة Derbigum Africa التونسية المختصة في مجال منتجات البناء والعزل المائي. 👍🇹🇳

تجدر الاشارة الى ان منتجات علامة Derbigum Africa يتم تسويقها في اكثر من 40 بلد بافريقيا والشرق الاوسط

#تونس_الناجحة","عديد العلامات التونسية تنجح بامكانياتها الذاتية في اقتحام الاسواق الافريقية....القناة الثانية الكاميرونية تنشر تقرير حول مميزات علامة Derbigum Africa التونسية المختصة في مجال منتجات البناء والعزل المائي. 👍🇹🇳

تجدر الاشارة الى ان منتجات علامة Derbigum Africa يتم تسويقها في اكثر من 40 بلد بافريقيا والشرق الاوسط

#تونس_الناجحة",,2021-10-07 13:53:04,198,3,68
4476863729060466,4476863729060466,"مستشفى الرابطة: زراعة قلب تُكلّل بالنجاح‎‎

SUCCESSFULTUNISIA.COM
مستشفى الرابطة: زراعة قلب تُكلّل بالنجاح‎‎ - Successful Tunisia",مستشفى الرابطة: زراعة قلب تُكلّل بالنجاح‎‎,"SUCCESSFULTUNISIA.COM
مستشفى الرابطة: زراعة قلب تُكلّل بالنجاح‎‎ - Successful Tunisia",2021-10-07 12:13:42,128,3,25
4475111389235700,4475111389235700,"La société tunisienne MPC PROKIM participe au Middle East Coatings Show - Successful Tunisia

SUCCESSFULTUNISIA.COM
La société tunisienne MPC PROKIM participe au Middle East Coatings Show - Successful Tunisia",La société tunisienne MPC PROKIM participe au Middle East Coatings Show - Successful Tunisia,"SUCCESSFULTUNISIA.COM
La société tunisienne MPC PROKIM participe au Middle East Coatings Show - Successful Tunisia",2021-10-06 21:30:56,12,1,0
4475033979243441,4475033979243441,"شركة MPC PROKIM التونسية المختصة في صناعة مركبات polymères تشارك في معرض Middle East Coatings Show وهو اكبر معرض في الشرق الاوسط للشركات العاملية في مجال صناعيات الطلاء والمواد الاولية.👍🇹🇳

وmpc-prokim هي شركةPlus تابعة لمجمع AllianceOne Group . مختصة في تصنيع وتصدير البوليمر polymères وهي مركبات تلعب دور اساسي في عديد الصناعات على غرار صناعات مواد الدهن والطلاء والمواد الاصقة ومواد البناء والصناعات البحرية ""السفن"" وصناعة المعدات الصحية وصناعة الهياكل الي غير ذلك...مع العلم ان صناعة البوليمر تعتبر من الصناعات الدقيقة والمعقدة ..

وبفضل تقنياتها المتطورة في التصنيع وجودة منتجاتها فقد نجحت شركة mpc-prokim في كسب رهان التصدير واقتحام عديد الاسواق الهامة خاصة في افريقيا والشرق الاوسط اين تصر منتجاتها نحو اكثر 30 بلدا..
#تونس_الناجحة","شركة MPC PROKIM التونسية المختصة في صناعة مركبات polymères تشارك في معرض Middle East Coatings Show وهو اكبر معرض في الشرق الاوسط للشركات العاملية في مجال صناعيات الطلاء والمواد الاولية.👍🇹🇳

وmpc-prokim هي شركةPlus تابعة لمجمع AllianceOne Group . مختصة في تصنيع وتصدير البوليمر polymères وهي مركبات تلعب دور اساسي في عديد الصناعات على غرار صناعات مواد الدهن والطلاء والمواد الاصقة ومواد البناء والصناعات البحرية ""السفن"" وصناعة المعدات الصحية وصناعة الهياكل الي غير ذلك...مع العلم ان صناعة البوليمر تعتبر من الصناعات الدقيقة والمعقدة ..

وبفضل تقنياتها المتطورة في التصنيع وجودة منتجاتها فقد نجحت شركة mpc-prokim في كسب رهان التصدير واقتحام عديد الاسواق الهامة خاصة في افريقيا والشرق الاوسط اين تصر منتجاتها نحو اكثر 30 بلدا..
#تونس_الناجحة",,2021-10-06 20:47:51,81,4,12
